timestamp,voltage,resistance
"07/22/2022, 10:33:02",3110.625,220
"07/22/2022, 10:33:05",3108.875,220
"07/22/2022, 10:33:08",3107.375,220
"07/22/2022, 10:33:11",3106.0,220
"07/22/2022, 10:33:14",3105.0,220
"07/22/2022, 10:33:17",3103.75,220
"07/22/2022, 10:33:20",3102.875,220
"07/22/2022, 10:33:23",3101.875,220
"07/22/2022, 10:33:26",3101.0,220
"07/22/2022, 10:33:29",3100.0,220
"07/22/2022, 10:33:32",3099.0,220
"07/22/2022, 10:33:35",3098.25,220
"07/22/2022, 10:33:38",3098.0,220
"07/22/2022, 10:33:41",3097.0,220
"07/22/2022, 10:33:44",3096.25,220
"07/22/2022, 10:33:47",3096.0,220
"07/22/2022, 10:33:50",3095.0,220
"07/22/2022, 10:33:53",3095.0,220
"07/22/2022, 10:33:56",3094.0,220
"07/22/2022, 10:33:59",3094.0,220
"07/22/2022, 10:34:02",3093.0,220
"07/22/2022, 10:34:05",3093.0,220
"07/22/2022, 10:34:08",3092.125,220
"07/22/2022, 10:34:11",3092.0,220
"07/22/2022, 10:34:14",3091.5,220
"07/22/2022, 10:34:17",3091.0,220
"07/22/2022, 10:34:20",3091.0,220
"07/22/2022, 10:34:23",3090.0,220
"07/22/2022, 10:34:26",3090.0,220
"07/22/2022, 10:34:29",3089.75,220
"07/22/2022, 10:34:32",3089.0,220
"07/22/2022, 10:34:35",3089.0,220
"07/22/2022, 10:34:38",3088.75,220
"07/22/2022, 10:34:41",3088.0,220
"07/22/2022, 10:34:44",3088.0,220
"07/22/2022, 10:34:47",3088.0,220
"07/22/2022, 10:34:50",3087.25,220
"07/22/2022, 10:34:53",3087.0,220
"07/22/2022, 10:34:56",3087.0,220
"07/22/2022, 10:34:59",3087.0,220
"07/22/2022, 10:35:02",3086.0,220
"07/22/2022, 10:35:05",3086.0,220
"07/22/2022, 10:35:08",3086.0,220
"07/22/2022, 10:35:11",3085.875,220
"07/22/2022, 10:35:14",3085.0,220
"07/22/2022, 10:35:17",3085.0,220
"07/22/2022, 10:35:20",3085.0,220
"07/22/2022, 10:35:23",3085.0,220
"07/22/2022, 10:35:26",3084.75,220
"07/22/2022, 10:35:29",3084.0,220
"07/22/2022, 10:35:32",3084.0,220
"07/22/2022, 10:35:35",3084.0,220
"07/22/2022, 10:35:38",3084.0,220
"07/22/2022, 10:35:41",3084.0,220
"07/22/2022, 10:35:44",3083.125,220
"07/22/2022, 10:35:47",3083.0,220
"07/22/2022, 10:35:50",3083.0,220
"07/22/2022, 10:35:53",3083.0,220
"07/22/2022, 10:35:56",3083.0,220
"07/22/2022, 10:35:59",3083.0,220
"07/22/2022, 10:36:02",3082.375,220
"07/22/2022, 10:36:05",3082.0,220
"07/22/2022, 10:36:08",3082.0,220
"07/22/2022, 10:36:11",3082.0,220
"07/22/2022, 10:36:14",3082.0,220
"07/22/2022, 10:36:17",3082.0,220
"07/22/2022, 10:36:20",3082.0,220
