timestamp,voltage0,voltage1,resistance0,resistance1,temp
2022-07-21 15:02:46.732389,3053.0,2917.0,220,50,1
2022-07-21 15:02:49.732514,3052.0,2917.0,220,50,2
2022-07-21 15:02:52.732638,3051.75,2917.0,220,50,3
2022-07-21 15:02:55.733289,3051.0,2917.0,220,50,4
2022-07-21 15:02:58.732624,3051.0,2917.0,220,50,5
2022-07-21 15:03:01.732703,3051.0,2917.0,220,50,6
2022-07-21 15:03:04.732825,3051.0,2917.0,220,50,7
2022-07-21 15:03:07.733012,3051.0,2917.0,220,50,8
2022-07-21 15:03:10.732643,3051.0,2917.0,220,50,9
2022-07-21 15:03:13.732860,3051.0,2917.125,220,50,10
2022-07-21 15:03:16.732994,3051.0,2917.25,220,50,11
2022-07-21 15:03:19.732702,3051.0,2917.375,220,50,12
2022-07-21 15:03:22.732848,3051.0,2918.0,220,50,13
2022-07-21 15:03:25.732982,3051.0,2918.0,220,50,14
2022-07-21 15:03:28.732737,3051.0,2917.875,220,50,15
2022-07-21 15:03:31.732911,3051.0,2918.0,220,50,16
2022-07-21 15:03:34.732712,3051.0,2917.875,220,50,17
2022-07-21 15:03:37.732843,3051.0,2917.625,220,50,18
2022-07-21 15:03:40.733024,3051.0,2918.0,220,50,19
2022-07-21 15:03:43.732726,3051.0,2918.0,220,50,20
2022-07-21 15:03:46.732910,3051.0,2918.0,220,50,21
2022-07-21 15:03:49.733087,3051.0,2918.0,220,50,22
2022-07-21 15:03:52.733181,3051.0,2918.0,220,50,23
2022-07-21 15:03:55.733328,3051.0,2918.0,220,50,24
2022-07-21 15:03:58.732717,3051.0,2918.0,220,50,25
2022-07-21 15:04:01.732864,3051.0,2918.0,220,50,26
2022-07-21 15:04:04.732694,3051.0,2918.0,220,50,27
2022-07-21 15:04:07.732847,3051.375,2918.0,220,50,28
2022-07-21 15:04:10.733007,3051.125,2918.0,220,50,29
2022-07-21 15:04:13.733141,3051.75,2918.0,220,50,30
2022-07-21 15:04:16.733263,3051.875,2918.0,220,50,31
2022-07-21 15:04:19.733475,3052.0,2918.0,220,50,32
2022-07-21 15:04:22.733572,3052.0,2918.0,220,50,33
2022-07-21 15:04:25.733767,3052.0,2918.0,220,50,34
2022-07-21 15:04:28.733869,3052.0,2918.0,220,50,35
2022-07-21 15:04:31.734076,3052.0,2918.0,220,50,36
2022-07-21 15:04:34.734186,3051.875,2918.0,220,50,37
2022-07-21 15:04:37.734322,3052.0,2918.0,220,50,38
2022-07-21 15:04:40.734499,3052.0,2918.0,220,50,39
2022-07-21 15:04:43.734635,3052.0,2918.0,220,50,40
2022-07-21 15:04:46.734873,3052.0,2918.0,220,50,41
2022-07-21 15:04:49.734890,3052.0,2918.0,220,50,42
2022-07-21 15:04:52.735489,3052.0,2918.0,220,50,43
2022-07-21 15:04:55.735272,3052.0,2918.0,220,50,44
2022-07-21 15:04:58.735311,3052.0,2918.0,220,50,45
2022-07-21 15:05:01.735564,3052.0,2918.0,220,50,46
2022-07-21 15:05:04.735703,3052.0,2918.0,220,50,47
2022-07-21 15:05:07.735856,3052.0,2918.0,220,50,48
2022-07-21 15:05:10.736011,3052.0,2918.0,220,50,49
2022-07-21 15:05:13.736124,3052.0,2918.0,220,50,50
2022-07-21 15:05:16.736356,3052.0,2918.0,220,50,51
2022-07-21 15:05:19.736472,3052.0,2918.0,220,50,52
2022-07-21 15:05:22.736655,3052.0,2918.0,220,50,53
2022-07-21 15:05:25.736738,3052.0,2918.0,220,50,54
2022-07-21 15:05:28.737354,3052.0,2918.0,220,50,55
2022-07-21 15:05:31.737531,3052.0,2918.0,220,50,56
2022-07-21 15:05:34.737638,3052.0,2918.0,220,50,57
2022-07-21 15:05:37.737759,3052.0,2918.0,220,50,58
2022-07-21 15:05:40.737942,3052.0,2918.0,220,50,59
2022-07-21 15:05:43.738149,3052.0,2918.0,220,50,60
2022-07-21 15:05:46.742764,3052.0,2918.0,220,50,61
2022-07-21 15:05:49.742957,3052.0,2918.0,220,50,62
2022-07-21 15:05:52.743066,3052.0,2918.0,220,50,63
2022-07-21 15:05:55.743230,3052.0,2918.0,220,50,64
2022-07-21 15:05:58.743383,3052.0,2918.0,220,50,65
2022-07-21 15:06:01.743527,3052.0,2918.0,220,50,66
2022-07-21 15:06:04.743729,3052.0,2918.0,220,50,67
2022-07-21 15:06:07.743777,3052.0,2918.0,220,50,68
2022-07-21 15:06:10.743963,3052.0,2918.0,220,50,69
2022-07-21 15:06:13.744530,3052.0,2918.0,220,50,70
2022-07-21 15:06:16.746656,3052.0,2918.0,220,50,71
2022-07-21 15:06:19.744949,3052.0,2918.0,220,50,72
2022-07-21 15:06:22.745058,3052.0,2918.0,220,50,73
2022-07-21 15:06:25.745196,3052.0,2918.0,220,50,74
2022-07-21 15:06:28.745318,3052.0,2918.0,220,50,75
2022-07-21 15:06:31.745842,3052.0,2918.0,220,50,76
2022-07-21 15:06:34.745704,3052.0,2918.0,220,50,77
2022-07-21 15:06:37.745816,3052.0,2918.0,220,50,78
2022-07-21 15:06:40.746004,3052.0,2918.0,220,50,79
2022-07-21 15:06:43.746124,3052.0,2918.0,220,50,80
2022-07-21 15:06:46.746328,3052.0,2918.0,220,50,81
2022-07-21 15:06:49.746417,3052.0,2918.0,220,50,82
2022-07-21 15:06:52.746564,3052.0,2918.0,220,50,83
2022-07-21 15:06:55.746799,3052.0,2918.0,220,50,84
2022-07-21 15:06:58.746872,3052.0,2918.0,220,50,85
2022-07-21 15:07:01.747074,3052.0,2918.0,220,50,86
2022-07-21 15:07:04.747198,3052.0,2918.0,220,50,87
2022-07-21 15:07:07.747399,3052.0,2918.0,220,50,88
2022-07-21 15:07:10.747461,3052.0,2918.0,220,50,89
2022-07-21 15:07:13.747586,3052.0,2918.0,220,50,90
2022-07-21 15:07:16.747809,3052.0,2918.0,220,50,91
2022-07-21 15:07:19.747927,3052.0,2918.0,220,50,92
2022-07-21 15:07:22.748070,3052.0,2917.875,220,50,93
2022-07-21 15:07:25.748191,3052.0,2917.5,220,50,94
2022-07-21 15:07:28.748346,3052.0,2917.125,220,50,95
2022-07-21 15:07:31.748570,3052.0,2917.0,220,50,96
2022-07-21 15:07:34.748986,3052.0,2917.0,220,50,97
2022-07-21 15:07:37.748869,3052.0,2917.0,220,50,98
2022-07-21 15:07:40.749005,3052.0,2917.0,220,50,99
2022-07-21 15:07:43.749179,3052.0,2917.0,220,50,100
2022-07-21 15:07:46.749333,3052.0,2917.0,220,50,101
2022-07-21 15:07:49.749490,3052.0,2917.0,220,50,102
2022-07-21 15:07:52.749620,3052.0,2917.0,220,50,103
2022-07-21 15:07:55.749755,3052.0,2917.0,220,50,104
2022-07-21 15:07:58.749892,3052.0,2917.0,220,50,105
2022-07-21 15:08:01.750075,3052.0,2917.0,220,50,106
2022-07-21 15:08:04.750272,3052.0,2917.0,220,50,107
2022-07-21 15:08:07.750312,3052.0,2917.0,220,50,108
2022-07-21 15:08:10.750551,3052.0,2917.0,220,50,109
2022-07-21 15:08:13.750616,3052.0,2917.0,220,50,110
2022-07-21 15:08:16.750792,3052.0,2917.0,220,50,111
2022-07-21 15:08:19.750956,3052.0,2917.0,220,50,112
2022-07-21 15:08:22.751124,3052.0,2917.0,220,50,113
2022-07-21 15:08:25.751232,3052.0,2917.0,220,50,114
2022-07-21 15:08:28.751396,3052.0,2917.0,220,50,115
2022-07-21 15:08:31.751542,3052.0,2917.0,220,50,116
2022-07-21 15:08:34.751717,3052.0,2917.0,220,50,117
2022-07-21 15:08:37.751814,3052.0,2917.0,220,50,118
2022-07-21 15:08:40.751990,3052.0,2917.0,220,50,119
2022-07-21 15:08:43.752130,3052.0,2916.25,220,50,120
2022-07-21 15:08:46.752275,3052.0,2916.75,220,50,121
2022-07-21 15:08:49.752387,3052.0,2916.25,220,50,122
2022-07-21 15:08:52.752576,3052.0,2916.125,220,50,123
2022-07-21 15:08:55.752805,3052.0,2916.0,220,50,124
2022-07-21 15:08:58.752675,3052.0,2916.0,220,50,125
2022-07-21 15:09:01.752871,3052.0,2916.0,220,50,126
2022-07-21 15:09:04.752718,3052.0,2916.0,220,50,127
2022-07-21 15:09:07.752709,3052.0,2916.0,220,50,128
2022-07-21 15:09:10.752910,3052.0,2916.0,220,50,129
2022-07-21 15:09:13.752926,3052.0,2916.0,220,50,130
2022-07-21 15:09:16.753200,3052.0,2916.0,220,50,131
2022-07-21 15:09:19.753269,3052.0,2916.0,220,50,132
2022-07-21 15:09:22.753462,3052.0,2916.0,220,50,133
2022-07-21 15:09:25.753552,3052.0,2916.0,220,50,134
2022-07-21 15:09:28.753705,3052.0,2916.0,220,50,135
2022-07-21 15:09:31.753854,3052.0,2916.0,220,50,136
2022-07-21 15:09:34.754024,3052.0,2916.0,220,50,137
2022-07-21 15:09:37.754184,3052.0,2916.0,220,50,138
2022-07-21 15:09:40.754323,3052.0,2916.0,220,50,139
2022-07-21 15:09:43.754549,3052.0,2916.0,220,50,140
2022-07-21 15:09:46.754650,3052.0,2915.625,220,50,141
2022-07-21 15:09:49.754772,3052.0,2915.125,220,50,142
2022-07-21 15:09:52.754920,3052.0,2915.0,220,50,143
2022-07-21 15:09:55.755019,3052.0,2915.0,220,50,144
2022-07-21 15:09:58.755028,3052.0,2915.0,220,50,145
2022-07-21 15:10:01.755271,3052.0,2915.0,220,50,146
2022-07-21 15:10:04.755431,3052.0,2915.0,220,50,147
2022-07-21 15:10:07.755371,3052.0,2915.0,220,50,148
2022-07-21 15:10:10.755637,3052.0,2915.0,220,50,149
2022-07-21 15:10:13.755775,3052.0,2915.0,220,50,150
2022-07-21 15:10:16.755783,3345.625,2915.0,220k,50,1
2022-07-21 15:10:19.755918,3374.375,2915.0,220k,50,2
2022-07-21 15:10:22.756308,3392.125,2915.0,220k,50,3
2022-07-21 15:10:25.756183,3405.5,2915.0,220k,50,4
2022-07-21 15:10:28.756402,3416.5,2915.0,220k,50,5
2022-07-21 15:10:31.756526,3425.75,2915.0,220k,50,6
2022-07-21 15:10:34.756738,3433.75,2915.0,220k,50,7
2022-07-21 15:10:37.756752,3440.875,2914.875,220k,50,8
2022-07-21 15:10:40.756973,3447.0,2914.5,220k,50,9
2022-07-21 15:10:43.757047,3452.875,2914.0,220k,50,10
2022-07-21 15:10:46.757146,3458.0,2914.0,220k,50,11
2022-07-21 15:10:49.757378,3462.75,2914.0,220k,50,12
2022-07-21 15:10:52.757570,3466.875,2914.0,220k,50,13
2022-07-21 15:10:55.757677,3471.0,2914.0,220k,50,14
2022-07-21 15:10:58.757765,3474.75,2914.0,220k,50,15
2022-07-21 15:11:01.757958,3478.0,2914.0,220k,50,16
2022-07-21 15:11:04.758120,3481.25,2914.0,220k,50,17
